Seasons,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,GIDP
2,47,142,11,30,4,0,2,12.0,4.0,6,33.0,0.0,0.0,0.0,1.0,3.0
6,536,1276,163,338,66,4,28,134.0,4.0,69,244.0,6.0,5.0,10.0,10.0,34.0
4,116,48,2,8,1,0,0,3.0,0.0,1,17.0,0.0,0.0,2.0,0.0,1.0
21,2379,9073,1508,2724,504,80,210,1134.0,474.0,1032,1140.0,62.0,50.0,148.0,97.0,206.0
21,1481,4760,558,1168,126,19,13,282.0,227.0,302,482.0,17.0,3.0,77.0,18.0,58.0
24,1377,4530,520,1236,249,10,112,588.0,25.0,212,499.0,15.0,41.0,48.0,34.0,132.0
3,370,1366,215,350,63,5,106,249.0,5.0,156,371.0,16.0,39.0,0.0,8.0,37.0
14,1072,3362,391,872,181,2,100,426.0,22.0,366,648.0,29.0,16.0,1.0,28.0,94.0
21,2082,7339,985,2101,359,49,206,852.0,107.0,423,706.0,67.0,57.0,33.0,56.0,135.0
17,1380,4345,448,1216,170,26,32,377.0,31.0,138,267.0,32.0,30.0,44.0,20.0,143.0
19,1667,5789,780,1777,236,50,31,427.0,156.0,311,377.0,38.0,36.0,55.0,29.0,101.0
19,1942,7037,1109,2134,421,39,332,1287.0,106.0,737,894.0,91.0,48.0,9.0,82.0,195.0
4,450,1632,134,387,60,36,7,141.0,27.0,30,183.0,0.0,39.0,57.0,0.0,0.0
6,189,332,48,79,7,4,3,35.0,20.0,28,44.0,3.0,2.0,7.0,5.0,4.0
1,6,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,91,271,30,66,15,2,4,36.0,3.0,25,46.0,0.0,2.0,0.0,1.0,6.0
1,1,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
3,65,8,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,119,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,3,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,19,31,3,9,1,1,0,3.0,0.0,1,5.0,0.0,0.0,1.0,0.0,0.0
11,359,1016,142,222,54,10,37,150.0,21.0,110,332.0,4.0,23.0,1.0,6.0,33.0
8,514,1734,204,433,36,21,4,116.0,119.0,140,120.0,0.0,33.0,84.0,0.0,0.0
9,991,3091,409,832,132,34,101,403.0,52.0,268,572.0,38.0,20.0,19.0,21.0,43.0
3,166,257,27,54,8,3,5,28.0,3.0,23,42.0,0.0,2.0,5.0,3.0,3.0
23,230,550,52,97,9,1,2,27.0,5.0,29,91.0,0.0,11.0,15.0,0.0,0.0
11,1437,5778,883,1777,340,29,164,639.0,261.0,443,753.0,41.0,54.0,26.0,45.0,158.0
7,298,652,75,167,31,2,23,93.0,1.0,73,103.0,3.0,4.0,4.0,4.0,16.0
3,4,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,2,5,1,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
6,56,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,32,3,8,2,0,1,1.0,0.0,3,8.0,0.0,0.0,0.0,0.0,0.0
2,36,101,14,19,5,1,1,8.0,3.0,7,34.0,1.0,7.0,0.0,0.0,2.0
5,92,266,22,59,15,0,7,33.0,1.0,24,76.0,1.0,2.0,0.0,2.0,2.0
6,95,100,5,22,4,0,1,9.0,0.0,1,36.0,0.0,0.0,12.0,2.0,0.0
4,99,11,0,3,0,0,0,0.0,0.0,1,2.0,0.0,0.0,3.0,0.0,0.0
9,426,4,1,0,0,0,0,0.0,0.0,3,2.0,0.0,0.0,1.0,0.0,0.0
5,213,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,80,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,463,1160,116,248,43,4,5,84.0,11.0,49,160.0,10.0,3.0,14.0,5.0,27.0
4,25,51,4,8,2,0,2,8.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
2,95,198,20,42,3,0,0,5.0,1.0,16,27.0,0.0,0.0,5.0,0.0,1.0
9,910,2980,365,704,131,6,162,472.0,15.0,314,952.0,31.0,11.0,1.0,15.0,71.0
2,31,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,17,37,2,7,0,0,0,2.0,0.0,1,13.0,0.0,0.0,0.0,0.0,0.0
2,19,16,1,2,0,0,0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,0.0
2,38,64,11,16,4,0,2,10.0,1.0,7,12.0,0.0,1.0,1.0,2.0,1.0
2,9,2,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
16,355,95,6,13,0,0,0,1.0,0.0,4,33.0,0.0,0.0,5.0,0.0,4.0
3,233,858,152,249,61,1,61,186.0,1.0,102,240.0,7.0,11.0,0.0,5.0,26.0
9,1013,3629,421,895,142,22,111,373.0,43.0,262,662.0,25.0,35.0,36.0,22.0,70.0
7,265,1069,129,270,31,30,3,109.0,27.0,44,83.0,0.0,1.0,0.0,0.0,0.0
11,371,866,100,214,33,2,38,148.0,5.0,100,210.0,7.0,6.0,0.0,10.0,36.0
3,40,36,1,2,1,0,0,0.0,0.0,1,15.0,0.0,0.0,1.0,0.0,1.0
10,643,1715,248,418,67,19,9,123.0,19.0,185,224.0,9.0,12.0,17.0,8.0,37.0
10,727,1788,305,493,82,10,11,159.0,112.0,176,277.0,1.0,16.0,29.0,13.0,37.0
9,702,1750,171,404,67,16,21,169.0,39.0,109,295.0,13.0,4.0,23.0,15.0,32.0
11,940,2155,211,505,75,13,8,156.0,11.0,227,280.0,24.0,10.0,47.0,12.0,53.0
8,485,927,99,218,43,9,16,100.0,15.0,88,128.0,2.0,16.0,11.0,8.0,22.0
3,271,782,60,175,39,2,0,73.0,4.0,83,64.0,0.0,0.0,25.0,0.0,10.0
3,80,189,28,44,9,0,4,10.0,4.0,23,48.0,1.0,2.0,3.0,1.0,5.0
4,96,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
2,42,57,7,11,0,0,0,4.0,3.0,2,8.0,0.0,0.0,1.0,0.0,2.0
23,533,1014,52,143,10,7,3,63.0,5.0,61,374.0,0.0,0.0,47.0,0.0,0.0
1,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
13,584,1408,173,348,47,19,12,110.0,49.0,112,223.0,7.0,14.0,28.0,8.0,21.0
2,18,48,5,5,0,0,0,5.0,0.0,2,7.0,0.0,2.0,0.0,0.0,0.0
9,517,1311,215,334,55,23,43,180.0,18.0,211,189.0,16.0,11.0,18.0,7.0,23.0
2,13,6,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,4,6,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
3,126,390,56,93,11,3,1,17.0,6.0,33,49.0,0.0,1.0,5.0,0.0,7.0
6,150,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2,122,223,23,41,8,1,2,17.0,0.0,22,36.0,0.0,0.0,3.0,0.0,11.0
1,2,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,247,246,18,33,2,1,2,12.0,0.0,10,107.0,0.0,2.0,15.0,1.0,2.0
17,1834,6499,1062,1661,338,67,210,761.0,315.0,960,1190.0,59.0,154.0,74.0,50.0,65.0
15,308,255,15,35,5,3,1,10.0,2.0,7,57.0,0.0,1.0,22.0,3.0,5.0
7,355,799,108,181,47,1,22,80.0,13.0,65,208.0,2.0,8.0,7.0,4.0,15.0
15,222,115,4,12,3,0,0,6.0,0.0,10,62.0,0.0,0.0,12.0,0.0,6.0
5,40,68,4,15,4,0,0,7.0,1.0,4,19.0,0.0,2.0,1.0,2.0,1.0
5,433,1566,206,412,90,7,49,205.0,12.0,164,402.0,6.0,41.0,0.0,7.0,40.0
2,64,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,193,275,6,25,2,0,0,10.0,0.0,4,146.0,0.0,2.0,31.0,0.0,3.0
3,39,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
4,82,47,4,7,1,0,0,0.0,0.0,1,14.0,0.0,0.0,3.0,0.0,0.0
4,21,62,6,6,1,0,0,0.0,0.0,1,15.0,0.0,2.0,0.0,0.0,0.0
10,873,2026,244,490,73,12,19,143.0,49.0,206,331.0,17.0,5.0,37.0,13.0,49.0
1,9,9,3,1,0,0,0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
5,19,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
8,149,306,33,62,6,2,1,14.0,2.0,32,70.0,2.0,2.0,2.0,0.0,6.0
2,97,234,20,61,12,0,2,15.0,1.0,18,25.0,0.0,4.0,7.0,0.0,6.0
7,180,312,17,41,6,1,0,12.0,0.0,10,98.0,0.0,1.0,13.0,0.0,0.0
17,2228,8640,1084,2529,522,36,287,1365.0,80.0,429,1224.0,104.0,8.0,13.0,87.0,197.0
3,269,1007,148,289,40,17,5,69.0,36.0,98,111.0,0.0,15.0,19.0,0.0,0.0
1,127,413,73,85,3,1,1,12.0,27.0,80,44.0,0.0,6.0,11.0,0.0,0.0
1,9,32,4,8,0,0,0,2.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
7,484,1586,199,419,82,16,60,242.0,3.0,159,291.0,32.0,16.0,9.0,15.0,29.0
2,30,37,0,2,1,0,0,0.0,0.0,1,29.0,0.0,0.0,3.0,0.0,0.0
5,32,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,419,970,107,211,35,2,13,86.0,9.0,81,130.0,2.0,5.0,29.0,6.0,23.0
8,122,170,11,23,3,0,0,6.0,0.0,8,44.0,0.0,0.0,15.0,0.0,1.0
21,1636,6345,871,1843,328,124,50,978.0,338.0,310,356.0,0.0,53.0,65.0,0.0,0.0
5,24,5,0,0,0,0,0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
5,179,486,73,132,17,5,4,47.0,36.0,26,82.0,2.0,4.0,2.0,1.0,8.0
2,111,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,135,366,43,95,12,2,1,22.0,1.0,30,61.0,1.0,2.0,10.0,1.0,8.0
3,16,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21,699,38,4,5,0,0,0,0.0,0.0,3,15.0,0.0,0.0,4.0,0.0,0.0
3,30,48,7,8,1,0,0,4.0,0.0,7,14.0,0.0,0.0,0.0,1.0,1.0
7,257,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
16,1151,3204,392,849,174,20,63,371.0,71.0,227,471.0,28.0,15.0,31.0,31.0,60.0
9,721,1490,159,367,67,11,28,134.0,8.0,161,343.0,25.0,4.0,7.0,13.0,32.0
1,3,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,93,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,36,39,1,11,0,1,0,1.0,0.0,2,12.0,0.0,0.0,2.0,0.0,0.0
2,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,28,11,1,1,0,0,0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0
3,18,4,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
8,62,25,0,2,1,0,0,0.0,0.0,0,19.0,0.0,1.0,2.0,0.0,0.0
1,152,477,42,104,9,3,0,34.0,6.0,42,53.0,1.0,1.0,5.0,2.0,15.0
3,13,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
6,693,2797,426,800,148,16,91,288.0,91.0,103,706.0,3.0,14.0,10.0,9.0,64.0
8,119,157,11,15,0,0,2,5.0,0.0,9,93.0,0.0,1.0,16.0,0.0,3.0
4,42,114,25,34,3,3,0,18.0,0.0,10,12.0,0.0,1.0,2.0,0.0,0.0
2,17,11,0,3,0,0,0,0.0,0.0,1,6.0,0.0,0.0,1.0,0.0,0.0
1,7,5,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,481,1344,159,313,58,1,18,97.0,24.0,113,313.0,2.0,6.0,21.0,7.0,42.0
1,4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
10,774,3233,602,830,117,26,12,278.0,205.0,194,245.0,0.0,9.0,0.0,0.0,0.0
1,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,15,41,0,4,2,0,0,1.0,0.0,3,5.0,0.0,0.0,0.0,0.0,1.0
2,16,29,4,8,0,1,0,2.0,2.0,3,5.0,0.0,1.0,0.0,1.0,1.0
2,8,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
12,253,319,26,59,9,0,0,29.0,0.0,18,62.0,0.0,0.0,17.0,0.0,0.0
1,53,202,32,38,4,2,3,17.0,11.0,23,41.0,0.0,2.0,0.0,0.0,0.0
1,22,9,0,1,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
1,16,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
4,33,67,6,15,3,0,0,4.0,2.0,6,22.0,0.0,0.0,0.0,1.0,1.0
1,2,2,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
10,893,3116,441,803,140,4,66,316.0,18.0,458,390.0,12.0,16.0,72.0,23.0,50.0
10,128,240,8,35,5,0,0,16.0,0.0,23,66.0,0.0,0.0,19.0,0.0,2.0
5,493,1454,174,365,30,15,3,91.0,33.0,148,121.0,6.0,0.0,27.0,12.0,35.0
9,569,1704,196,375,76,4,86,263.0,7.0,191,515.0,17.0,7.0,3.0,19.0,35.0
6,70,149,11,32,2,1,1,12.0,2.0,8,16.0,0.0,1.0,0.0,0.0,3.0
2,40,142,22,28,11,4,0,14.0,5.0,17,25.0,0.0,0.0,0.0,0.0,0.0
11,217,9,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
2,6,9,0,0,0,0,0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
13,1798,6863,953,1864,328,50,79,673.0,317.0,547,1043.0,7.0,50.0,103.0,56.0,175.0
2,9,41,9,12,3,0,0,2.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
1,1,4,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
15,407,607,31,77,12,2,5,38.0,7.0,30,315.0,0.0,0.0,51.0,1.0,7.0
6,35,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,232,843,108,234,53,3,34,114.0,3.0,37,145.0,2.0,4.0,0.0,6.0,22.0
2,28,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,31,79,12,14,4,0,1,7.0,11.0,12,13.0,0.0,1.0,3.0,0.0,0.0
1,5,16,1,4,1,0,0,6.0,0.0,2,2.0,0.0,0.0,3.0,0.0,0.0
3,15,29,2,7,1,0,0,3.0,0.0,0,5.0,0.0,0.0,2.0,0.0,1.0
15,653,1921,260,462,101,10,76,251.0,21.0,162,555.0,13.0,12.0,8.0,12.0,31.0
2,13,23,3,3,1,0,1,3.0,0.0,2,6.0,0.0,0.0,0.0,1.0,0.0
1,27,96,17,17,2,0,0,3.0,0.0,0,8.0,0.0,0.0,0.0,0.0,0.0
27,2524,10281,1999,3435,582,142,97,2075.0,277.0,984,330.0,0.0,32.0,34.0,0.0,6.0
11,682,1999,249,462,81,8,78,269.0,24.0,217,491.0,22.0,5.0,3.0,19.0,34.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,6,1,2,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1,40,43,9,7,1,1,1,4.0,0.0,2,11.0,0.0,0.0,0.0,0.0,1.0
4,135,528,50,133,28,2,1,29.0,1.0,24,29.0,0.0,2.0,6.0,0.0,14.0
14,403,679,56,121,12,3,15,59.0,1.0,26,175.0,0.0,1.0,35.0,3.0,15.0
1,21,57,6,11,2,0,1,3.0,0.0,5,11.0,1.0,3.0,0.0,0.0,1.0
2,36,3,1,0,0,0,0,0.0,0.0,1,3.0,0.0,0.0,1.0,0.0,0.0
11,759,2716,377,774,135,22,33,219.0,98.0,234,258.0,3.0,48.0,30.0,15.0,49.0
18,2601,10230,1335,2677,394,92,83,791.0,506.0,736,742.0,22.0,27.0,161.0,76.0,184.0
5,184,58,4,10,3,0,0,3.0,0.0,5,17.0,0.0,0.0,3.0,1.0,2.0
5,110,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,20,1,2,1,0,0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,0.0
20,414,83,4,8,0,0,0,4.0,0.0,1,39.0,0.0,1.0,5.0,0.0,0.0
2,48,56,4,9,0,1,0,0.0,0.0,2,15.0,0.0,0.0,0.0,0.0,0.0
1,3,7,0,2,0,0,0,1.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
20,343,374,30,87,8,7,0,34.0,0.0,8,66.0,0.0,0.0,12.0,0.0,2.0
20,2422,8856,1319,2749,440,102,45,1116.0,179.0,1302,528.0,0.0,11.0,74.0,0.0,129.0
4,164,427,63,94,15,1,31,78.0,10.0,49,154.0,4.0,6.0,0.0,4.0,6.0
6,145,2,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0
2,7,2,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
11,222,35,2,4,0,0,0,0.0,0.0,1,9.0,0.0,0.0,5.0,0.0,0.0
3,32,76,4,9,1,0,0,5.0,2.0,5,6.0,0.0,1.0,5.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,73,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,72,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
2,21,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,53,137,17,30,5,0,4,17.0,0.0,16,36.0,0.0,0.0,2.0,0.0,2.0
3,127,384,84,128,14,4,0,29.0,13.0,48,39.0,0.0,4.0,13.0,0.0,0.0
11,220,80,4,8,1,0,0,3.0,0.0,4,38.0,0.0,0.0,3.0,0.0,2.0
2,7,15,1,4,0,0,0,1.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0
17,847,2646,246,660,106,34,16,296.0,36.0,124,283.0,0.0,19.0,93.0,0.0,0.0
2,57,64,2,5,1,0,0,4.0,0.0,2,19.0,0.0,0.0,6.0,1.0,0.0
5,121,421,50,115,24,4,3,53.0,10.0,37,47.0,0.0,1.0,2.0,0.0,12.0
1,41,103,10,21,5,0,6,23.0,1.0,1,27.0,0.0,2.0,0.0,0.0,4.0
3,293,615,78,132,24,6,1,35.0,17.0,29,107.0,1.0,9.0,9.0,0.0,10.0
8,574,1803,191,437,72,7,44,193.0,40.0,130,394.0,15.0,4.0,5.0,12.0,52.0
13,288,983,103,231,40,6,44,131.0,3.0,76,339.0,8.0,13.0,0.0,3.0,13.0
1,7,4,1,1,0,0,0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
1,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,110,415,34,88,14,2,0,39.0,9.0,18,64.0,0.0,2.0,0.0,0.0,0.0
7,165,423,50,87,17,1,8,35.0,2.0,42,124.0,4.0,13.0,8.0,2.0,13.0
3,77,142,8,24,1,2,1,6.0,3.0,3,21.0,0.0,0.0,7.0,0.0,0.0
9,1236,4711,730,1357,296,30,269,865.0,18.0,412,780.0,66.0,25.0,5.0,57.0,141.0
6,467,1573,169,333,67,4,80,245.0,2.0,85,484.0,4.0,17.0,1.0,11.0,25.0
5,300,906,116,229,46,13,13,118.0,8.0,137,133.0,0.0,2.0,11.0,0.0,16.0
11,775,1773,203,470,84,6,18,196.0,10.0,181,211.0,14.0,23.0,17.0,16.0,47.0
5,63,6,0,0,0,0,0,0.0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0
6,173,480,46,114,18,2,14,55.0,2.0,25,121.0,2.0,2.0,6.0,0.0,14.0
10,474,1052,112,279,46,11,7,95.0,13.0,37,150.0,7.0,8.0,12.0,9.0,24.0
1,34,4,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
1,10,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,121,418,65,131,26,7,18,72.0,3.0,45,39.0,0.0,5.0,1.0,0.0,0.0
2,8,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
8,141,230,13,32,3,2,0,11.0,0.0,15,74.0,0.0,2.0,13.0,1.0,4.0
1,15,31,7,6,2,0,1,1.0,1.0,1,12.0,0.0,1.0,0.0,0.0,0.0
14,1432,5164,614,1302,204,39,251,815.0,18.0,260,1201.0,37.0,15.0,11.0,52.0,149.0
10,186,268,6,26,2,1,0,10.0,0.0,4,99.0,0.0,0.0,27.0,0.0,2.0
5,131,355,24,53,11,1,0,12.0,6.0,52,52.0,0.0,2.0,8.0,0.0,0.0
5,224,265,46,65,11,6,4,19.0,15.0,24,71.0,0.0,1.0,9.0,3.0,4.0
1,91,265,40,63,6,3,2,24.0,13.0,43,39.0,0.0,4.0,18.0,0.0,0.0
1,3,4,0,0,0,0,0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
1,5,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,49,9,11,2,1,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,8,6,0,1,1,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0
1,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,153,185,8,21,2,0,0,8.0,0.0,2,83.0,0.0,2.0,26.0,0.0,6.0
8,198,3,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
11,153,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,271,985,118,244,26,20,6,99.0,27.0,85,82.0,0.0,7.0,18.0,0.0,0.0
1,2,6,1,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
1,2,7,2,1,0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,273,435,47,103,12,5,4,51.0,1.0,42,76.0,5.0,1.0,1.0,4.0,13.0
4,50,19,1,3,1,0,0,1.0,0.0,0,6.0,0.0,1.0,1.0,0.0,0.0
1,6,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
2,38,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
9,590,2013,234,577,104,12,22,261.0,17.0,185,139.0,0.0,10.0,21.0,0.0,61.0
6,94,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1,32,50,3,8,1,0,0,1.0,0.0,2,16.0,0.0,0.0,2.0,0.0,1.0
4,124,69,3,7,2,0,0,3.0,0.0,3,31.0,0.0,0.0,10.0,0.0,0.0
2,7,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
3,183,613,113,169,35,3,28,82.0,26.0,64,196.0,4.0,20.0,0.0,6.0,11.0
3,245,866,128,271,46,7,6,83.0,4.0,87,88.0,3.0,3.0,0.0,10.0,13.0
4,214,2,0,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
16,289,382,25,63,6,4,6,27.0,0.0,16,197.0,0.0,1.0,27.0,0.0,5.0
12,195,179,10,27,6,1,1,11.0,0.0,9,59.0,0.0,0.0,8.0,0.0,7.0
7,158,37,2,3,1,0,0,3.0,0.0,1,20.0,0.0,0.0,4.0,0.0,0.0
16,436,629,35,81,16,0,6,29.0,1.0,14,276.0,0.0,1.0,85.0,3.0,8.0
7,142,442,51,104,22,1,15,60.0,2.0,31,121.0,1.0,9.0,2.0,1.0,7.0
10,122,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
8,246,128,5,29,2,0,1,8.0,0.0,2,28.0,0.0,0.0,11.0,1.0,3.0
1,9,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
1,22,41,4,8,1,0,0,4.0,0.0,3,17.0,0.0,0.0,0.0,1.0,1.0
2,42,125,11,24,4,0,0,5.0,1.0,8,28.0,0.0,2.0,3.0,1.0,2.0
3,16,59,8,11,0,0,0,1.0,0.0,6,1.0,0.0,0.0,0.0,0.0,0.0
4,76,260,21,45,4,1,0,16.0,9.0,16,22.0,0.0,1.0,0.0,0.0,0.0
1,15,55,9,20,5,0,0,7.0,1.0,3,13.0,1.0,0.0,2.0,0.0,0.0
1,17,33,6,6,2,0,0,3.0,0.0,3,9.0,0.0,0.0,0.0,0.0,0.0
4,97,221,19,52,10,1,1,27.0,0.0,9,45.0,0.0,2.0,2.0,0.0,0.0
6,43,2,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
5,390,1238,129,290,71,4,32,129.0,5.0,95,331.0,11.0,9.0,3.0,4.0,13.0
3,42,5,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
15,2189,8365,1322,2574,317,109,29,586.0,234.0,1198,571.0,25.0,43.0,112.0,18.0,83.0
1,14,2,0,0,0,0,0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
17,1370,4123,397,1010,183,13,90,513.0,7.0,461,622.0,66.0,11.0,55.0,41.0,125.0
18,313,521,26,70,13,0,1,26.0,1.0,16,218.0,0.0,0.0,83.0,1.0,5.0
4,38,18,0,3,1,0,0,2.0,0.0,0,9.0,0.0,0.0,0.0,0.0,0.0
7,222,510,42,111,31,1,6,55.0,5.0,47,75.0,6.0,1.0,5.0,6.0,11.0
4,58,46,3,6,1,0,0,1.0,0.0,1,8.0,0.0,0.0,1.0,0.0,0.0
7,281,618,56,144,23,1,28,84.0,0.0,63,236.0,5.0,4.0,0.0,3.0,15.0
1,12,20,2,2,1,0,0,1.0,0.0,0,8.0,0.0,1.0,0.0,0.0,0.0
1,2,5,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
13,1324,4369,386,1103,135,26,60,457.0,19.0,333,459.0,52.0,29.0,36.0,32.0,131.0
