playerID,Seasons,Wins,Losses,Games,Pitch_Starts,Complete_Games,Shutouts,Saves,Outs_Pitched,Hits,Earned_Runs,Home_Runs,Walks,Strikeouts,Batters_Faced,Games_Finished,Runs_Allowed
aardsda01,9,16,18,331,0,0,0,69,1011,296,160,41,183,340,1475.0,141,169
aasedo01,13,66,60,448,91,22,5,82,3328,1085,468,89,457,641,4730.0,235,503
abadfe01,12,8,29,400,6,0,0,2,1045,332,146,43,123,290,1481.0,101,155
abbeybe01,7,22,40,79,65,52,0,1,1704,686,285,18,192,161,2568.0,14,442
abbeych01,1,0,0,1,0,0,0,0,6,6,1,0,0,0,12.0,1,3
abbotco01,1,0,0,7,1,0,0,0,52,20,13,7,11,12,82.0,2,15
abbotda01,1,0,2,3,1,1,0,1,39,19,9,0,8,1,67.0,2,14
abbotgl01,13,62,83,248,206,37,5,0,3858,1405,627,162,352,484,5508.0,13,707
abbotji01,12,87,108,263,254,31,6,0,5022,1779,791,154,620,888,7211.0,5,880
abbotky01,4,4,17,57,22,0,0,0,556,207,107,26,79,124,815.0,4,112
abbotpa01,13,43,37,162,112,1,0,0,2162,682,394,101,393,496,3187.0,17,421
aberal01,10,24,25,168,30,7,0,14,1168,398,181,29,160,169,1698.0,76,205
abernbi01,1,0,0,1,0,0,0,1,6,4,3,1,1,0,10.0,1,3
abernte01,3,0,3,7,2,1,0,0,61,31,25,0,17,13,107.0,3,26
abernte02,21,63,69,681,34,7,2,148,3443,1010,441,70,592,765,4963.0,416,513
abernwo01,2,1,1,16,1,0,0,1,126,36,17,5,11,6,164.0,6,19
ablesha01,3,1,5,14,8,4,0,0,214,79,32,1,30,41,317.0,6,51
abramge01,1,0,0,3,0,0,0,0,14,10,5,0,3,1,24.0,1,5
abregjo01,1,1,1,6,5,0,0,0,72,32,17,3,12,13,109.0,0,18
abreual01,2,2,1,30,0,0,0,1,114,31,24,9,21,37,167.0,15,25
abreubr01,3,3,3,42,0,0,0,1,144,40,25,4,28,52,213.0,6,29
abreuju01,1,0,0,7,0,0,0,0,20,6,2,1,3,12,34.0,2,2
abreuwi01,5,0,1,38,0,0,0,0,133,57,36,10,19,38,207.0,6,39
accarje01,12,10,20,262,0,0,0,38,854,288,136,24,111,205,1222.0,115,143
aceveal01,7,31,16,204,15,0,0,29,1141,333,162,48,129,282,1599.0,91,172
acevedo01,1,0,0,10,0,0,0,0,33,9,4,3,4,9,44.0,7,4
acevejo01,5,18,25,104,59,1,0,1,1105,420,235,71,113,253,1628.0,11,246
aceveju01,12,28,40,367,34,0,0,53,1710,597,274,72,226,350,2488.0,165,316
achteaj01,3,2,1,45,0,0,0,0,186,69,27,13,21,33,267.0,22,30
ackerji01,14,33,49,467,32,0,0,30,2713,918,399,82,329,482,3868.0,159,447
ackerto01,4,19,13,153,23,5,1,8,1141,365,174,43,150,256,1629.0,35,181
acklefr01,2,1,0,5,4,0,0,0,58,17,9,4,11,17,84.0,1,10
acostcy01,4,13,9,107,0,0,0,27,558,143,55,15,77,109,768.0,74,65
acosted01,3,6,9,57,8,3,1,1,413,153,62,12,39,70,594.0,22,71
acostjo01,3,10,10,55,13,6,1,4,640,265,107,9,68,45,939.0,28,119
acostma01,6,13,13,233,0,0,0,9,744,234,110,30,117,219,1070.0,78,122
acrema01,4,9,6,114,0,0,0,2,381,135,73,16,68,98,582.0,32,75
adamja01,4,6,4,79,0,0,0,0,235,64,41,13,39,95,341.0,25,44
adamsac01,6,41,33,302,7,2,0,49,1658,541,213,26,224,171,2379.0,218,247
adamsau01,6,2,0,68,0,0,0,1,226,91,54,12,34,58,347.0,30,57
adamsau02,7,5,4,106,2,0,0,0,284,56,42,6,64,146,424.0,25,48
adamsba01,19,194,140,482,355,206,44,15,8986,2841,917,68,430,1036,11947.0,89,1129
adamsbo01,1,0,0,2,0,0,0,0,17,10,5,1,3,1,28.0,2,5
adamsbo02,2,0,1,5,1,0,0,0,36,21,7,0,3,5,60.0,3,11
adamsch01,3,1,2,22,1,0,0,1,125,62,39,11,15,33,198.0,7,41
adamsda01,2,4,11,47,16,6,0,3,513,182,71,5,65,54,576.0,24,87
adamsjo01,1,0,0,1,0,0,0,0,12,9,4,0,2,0,23.0,1,6
adamsjo02,3,5,6,44,11,0,0,0,331,121,60,19,37,77,484.0,4,66
adamska01,2,1,9,30,12,3,0,0,345,119,64,5,48,62,503.0,14,72
adamsmi01,3,0,4,11,4,0,0,0,76,28,21,3,22,14,122.0,2,22
adamsmi03,12,21,20,408,0,0,0,4,1222,316,109,33,126,409,1653.0,60,122
adamsre01,1,0,1,8,0,0,0,0,36,18,11,1,7,8,59.0,4,12
adamsri01,1,2,5,11,6,3,1,0,188,63,25,1,24,25,271.0,5,30
adamste01,13,51,62,574,41,0,0,42,2608,890,403,63,380,691,3801.0,201,448
adamswi01,5,8,16,65,21,8,0,2,853,303,138,8,144,74,1238.0,30,172
adamswi02,2,6,9,25,24,1,1,0,404,149,87,20,55,105,611.0,0,92
adcocna01,4,2,6,56,5,0,0,1,369,126,57,14,56,80,541.0,14,64
adenhni01,2,1,0,4,4,0,0,0,54,25,12,0,16,9,90.0,0,12
adkinde01,3,2,4,38,6,1,0,0,297,114,62,10,50,47,451.0,19,69
adkindo01,2,1,1,6,3,1,0,1,81,40,15,2,12,3,130.0,3,28
adkingr01,2,12,27,67,42,19,0,1,1089,403,175,24,156,78,1626.0,18,211
adkinjo01,6,5,5,119,0,0,0,0,416,155,70,18,54,81,605.0,40,75
adkinst01,1,1,2,5,5,0,0,0,72,19,17,4,29,14,115.0,0,18
adlemti01,2,9,15,43,33,0,0,0,576,188,106,42,71,155,818.0,4,111
adonjo01,1,0,0,1,1,0,0,0,16,6,2,1,3,9,24.0,0,2
adriaeh01,2,0,0,2,0,0,0,0,6,6,4,1,0,1,13.0,2,4
affelje01,16,43,46,774,42,0,0,28,2778,904,408,76,396,720,4034.0,162,455
agostju01,17,40,33,543,2,0,0,29,1879,639,279,30,248,307,2713.0,198,313
agrazda01,1,4,5,15,14,0,0,0,220,82,40,15,18,41,321.0,0,43
aguilmi01,1,1,1,9,0,0,0,0,21,6,5,0,4,3,29.0,2,6
aguilri01,22,86,81,732,89,10,0,318,3874,1233,512,138,351,1030,5391.0,557,568
aguirha01,16,75,72,447,149,44,9,33,4127,1216,496,123,479,856,5790.0,124,562
ahearpa01,1,0,2,4,3,0,0,0,30,20,13,2,5,4,55.0,0,13
ainsmed01,1,0,0,1,0,0,0,0,1,2,2,0,0,0,3.0,0,2
ainswku01,6,6,8,29,22,0,0,0,380,136,73,16,61,90,569.0,4,78
aitchra01,3,12,12,34,22,10,3,0,619,193,69,7,67,101,873.0,8,98
akerfda01,5,9,10,125,13,1,0,3,701,216,132,36,127,129,1047.0,33,146
akerja01,17,47,45,495,0,0,0,123,2238,679,272,64,274,404,3144.0,321,312
akersje01,1,1,1,5,1,0,0,0,61,24,11,1,15,11,97.0,3,17
akinke01,2,3,12,32,23,0,0,0,362,137,83,20,50,117,543.0,1,87
alanirj01,4,1,0,15,0,0,0,0,55,20,17,4,10,16,84.0,4,18
albagi01,1,0,0,3,0,0,0,0,10,1,1,0,2,3,14.0,1,2
albaljo01,5,6,3,66,0,0,0,0,230,77,37,10,32,56,332.0,13,40
albanjo01,1,0,0,6,0,0,0,0,18,8,3,1,2,3,27.0,6,3
alberan01,5,8,8,31,21,1,1,1,419,159,71,27,34,91,612.0,7,89
albercy01,1,1,2,4,3,2,0,0,83,35,19,1,20,10,126.0,1,22
alberha01,2,0,0,2,0,0,0,0,4,1,2,1,2,0,8.0,2,2
alberjo01,3,0,4,27,5,0,0,0,175,77,48,7,36,23,290.0,10,57
alberma01,16,47,48,616,24,0,0,7,2277,751,367,87,314,571,3288.0,145,399
albosed01,2,0,8,19,8,0,0,0,158,52,36,4,43,24,250.0,3,43
albreed01,2,1,1,3,2,1,0,0,35,7,7,0,11,2,52.0,1,10
albural01,9,17,8,264,0,0,0,1,735,187,86,17,135,291,1045.0,58,88
alburvi01,4,18,17,101,37,6,1,1,1118,338,170,36,220,193,1630.0,32,194
alcaljo01,3,5,7,77,0,0,0,1,256,67,33,13,22,89,330.0,25,37
alcalsa01,4,14,11,68,33,3,1,2,748,257,132,25,121,140,1103.0,11,138
alcanra01,2,2,5,13,9,0,0,0,139,53,37,14,16,26,211.0,2,39
alcansa01,5,20,34,86,78,3,2,0,1462,419,189,53,175,431,2032.0,3,220
alcanse01,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,0
alcanvi01,3,4,3,79,0,0,0,0,240,82,38,14,25,50,340.0,19,40
alderda01,2,0,1,16,3,0,0,0,107,52,26,4,12,11,168.0,9,30
aldremi01,2,0,0,1,0,0,0,0,3,1,0,0,0,0,4.0,1,0
aldresc01,15,20,39,229,67,1,0,1,1499,581,334,78,230,312,2267.0,29,356
aldrija01,5,6,5,62,0,0,0,2,326,119,57,12,39,46,474.0,21,62
aldrivi01,9,97,80,248,205,102,8,6,4802,1671,668,87,512,526,6852.0,28,785
alexabo01,2,1,1,9,0,0,0,0,33,18,13,0,7,2,57.0,5,13
alexado01,27,194,174,561,464,98,18,3,10103,3376,1406,324,978,1528,14162.0,56,1541
alexage01,3,6,3,36,11,0,0,0,294,112,63,12,54,59,453.0,6,67
alexama02,1,0,0,1,0,0,0,0,2,1,5,1,4,0,7.0,1,5
alexape01,22,373,208,696,599,437,90,32,15570,4868,1476,164,951,2198,20928.0,80,1851
alexasc01,7,12,9,211,1,0,0,7,615,189,72,14,85,160,855.0,35,80
alexaty01,3,5,11,68,25,0,0,0,589,213,90,33,44,168,838.0,8,93
alexyaj01,1,3,1,5,4,0,0,0,69,13,12,4,17,17,97.0,0,12
alfonan01,11,35,37,592,0,0,0,129,1839,677,280,55,250,400,2710.0,301,296
allarbr01,3,4,6,19,13,3,0,0,287,97,45,9,31,44,399.0,3,52
allarko01,4,8,21,55,35,0,0,0,635,230,140,39,74,172,941.0,5,147
allenbo03,1,0,1,3,1,0,0,0,36,18,9,2,8,8,64.0,1,12
allenbo04,5,7,12,204,0,0,0,19,822,288,125,23,132,199,1232.0,84,152
allenco01,8,24,31,481,0,0,0,153,1391,375,162,55,193,593,1943.0,291,179
allenfr01,8,50,67,180,127,60,10,3,2911,893,316,26,373,457,4014.0,31,411
allenjo01,1,0,0,1,0,0,0,0,6,2,4,0,2,2,0.0,1,4
allenjo02,17,142,75,352,241,109,17,18,5851,1849,813,104,738,1070,8292.0,68,924
allenll01,11,8,25,159,19,0,0,22,892,291,155,19,196,194,1366.0,75,183
allenlo01,5,4,10,26,15,0,0,0,266,106,58,17,37,61,398.0,6,63
allenmy01,3,1,3,5,3,3,0,0,107,34,7,0,7,3,147.0,1,16
allenne01,17,58,70,434,59,7,6,75,2965,985,426,73,417,611,4248.0,222,464
allgeni01,1,0,0,1,0,0,0,0,3,0,0,0,0,0,3.0,1,0
allisda01,1,1,1,11,0,0,0,0,33,16,9,0,5,4,49.0,4,9
allisdo01,1,0,0,1,0,0,0,0,15,11,1,0,1,0,26.0,1,5
allisma01,3,9,21,45,27,17,1,1,740,247,87,4,67,57,990.0,12,135
almanar01,7,14,13,254,0,0,0,2,644,189,115,34,136,232,951.0,49,123
almanca01,8,13,13,210,1,0,0,0,717,252,128,35,82,170,1044.0,63,134
almoned01,1,0,0,12,0,0,0,0,34,21,14,3,5,7,57.0,3,15
almonhe01,4,1,4,50,0,0,0,0,155,63,36,6,30,40,243.0,15,36
almonmi01,3,0,2,19,0,0,0,0,53,21,17,5,12,17,87.0,7,17
almonye01,4,4,4,114,0,0,0,1,372,126,73,19,53,113,547.0,28,82
almoral01,1,0,0,1,0,0,0,0,3,1,3,1,1,0,6.0,1,3
alomalu01,4,18,3,116,1,1,1,15,706,212,90,21,111,115,1001.0,55,98
alouma01,1,0,0,1,0,0,0,0,6,3,0,0,1,3,10.0,1,0
alstoga01,1,1,0,6,0,0,0,0,18,9,6,1,3,5,30.0,4,6
altampo01,3,7,4,65,0,0,0,2,275,87,41,13,30,57,385.0,27,43
altavda01,8,8,7,119,0,0,0,1,348,93,52,16,60,129,494.0,34,59
altener01,1,0,1,14,1,0,0,0,69,40,23,2,9,4,112.0,7,27
altheaa01,1,0,0,1,0,0,0,0,3,2,1,0,0,2,5.0,1,1
altroni01,20,83,75,218,161,128,16,7,4542,1455,445,16,272,425,6024.0,46,600
alvarab01,3,0,1,4,1,0,0,0,31,19,13,5,7,5,53.0,1,13
alvarda01,6,6,1,56,0,0,0,0,144,56,27,10,22,61,222.0,12,31
alvarhe01,6,27,35,95,95,5,5,0,1733,610,245,56,140,302,2425.0,0,268
alvarjo01,4,8,9,98,0,0,0,5,487,140,54,12,79,134,688.0,38,56
alvarjo02,9,20,24,426,8,0,0,3,1216,399,153,36,128,345,1726.0,72,176
alvarjo03,5,9,16,213,1,0,0,20,565,146,77,11,118,229,828.0,52,88
alvarju01,4,0,5,80,0,0,0,0,181,58,35,12,40,42,271.0,19,36
alvarrj01,2,0,0,31,0,0,0,0,84,30,23,7,18,32,133.0,15,24
alvarta01,2,3,6,19,13,0,0,0,175,65,35,2,26,26,269.0,3,40
alvarvi01,2,0,2,9,1,0,0,0,48,18,13,2,8,10,71.0,4,13
alvarwi01,16,102,92,355,263,12,5,4,5243,1624,769,190,805,1330,7518.0,18,857
alzolad01,3,7,15,39,27,0,0,1,478,137,81,30,56,170,666.0,2,84
amarial01,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2.0,2,0
ambrihe01,4,3,7,96,0,0,0,2,318,134,63,18,44,87,487.0,32,70
amesre01,23,183,167,533,368,209,26,36,9594,2896,934,42,1034,1702,13080.0,116,1313
amesst01,1,0,1,4,0,0,0,0,12,6,2,0,2,4,19.0,3,2
amoledo01,2,4,10,18,12,10,0,0,358,150,63,0,39,30,544.0,5,91
amorvi01,2,1,3,13,4,1,0,0,100,50,21,2,13,12,161.0,5,22
anckewa01,1,0,0,4,1,0,0,0,53,19,7,1,17,4,88.0,3,10
anderal02,6,49,54,148,128,15,3,0,2456,901,374,87,211,339,3474.0,7,424
anderbi01,1,0,0,2,0,0,0,0,8,5,3,0,2,1,14.0,2,3
anderbo01,7,36,46,246,93,15,1,13,2522,858,398,80,319,502,3634.0,62,450
anderbr02,15,82,83,291,245,12,4,1,4641,1743,814,264,337,723,6532.0,11,906
anderbr04,15,67,74,222,210,3,1,3,3421,1217,516,115,304,772,4828.0,4,572
anderbu01,2,4,10,64,6,1,0,7,447,148,61,12,62,76,643.0,39,71
anderch01,8,56,46,190,176,0,0,0,2816,896,438,150,311,794,3947.0,4,464
anderco01,3,9,9,39,26,1,0,0,482,174,85,23,45,107,681.0,4,86
andercr01,4,7,23,82,17,2,0,5,577,226,109,21,81,94,893.0,34,147
anderda01,4,3,13,21,17,15,0,0,451,177,91,4,74,56,705.0,3,130
anderdr02,5,1,3,19,2,0,0,0,133,53,32,4,17,30,204.0,6,33
anderfr01,7,53,57,178,114,62,11,8,2959,912,313,22,247,514,3978.0,43,415
anderia01,2,12,7,30,30,0,0,0,482,126,58,17,67,165,673.0,0,62
anderja01,5,2,0,32,0,0,0,0,114,38,27,6,30,19,182.0,15,29
anderji02,8,25,47,122,96,3,0,1,1724,672,346,58,240,241,2587.0,8,371
anderjo02,5,0,0,24,1,0,0,1,134,64,32,6,14,19,211.0,7,37
anderju01,2,6,3,111,0,0,0,5,307,84,54,9,72,127,458.0,17,57
anderla01,3,2,3,16,1,1,1,0,124,48,26,4,22,23,191.0,8,28
anderla02,21,40,39,699,1,0,0,49,2986,932,348,58,311,758,4171.0,267,402
anderma01,7,15,7,257,0,0,0,26,770,249,148,30,157,224,1162.0,111,167
andermi01,1,0,0,1,0,0,0,0,3,2,0,0,0,2,5.0,1,0
andermi02,1,0,0,3,0,0,0,0,16,12,11,3,3,4,30.0,0,11
anderni01,5,7,6,93,0,0,0,8,262,61,28,11,23,137,346.0,14,29
anderre01,3,5,8,36,9,3,0,0,410,150,66,7,69,40,606.0,6,84
anderri01,2,0,0,6,2,0,0,0,36,9,5,1,14,7,56.0,3,6
anderri02,3,4,4,28,10,0,0,1,290,112,51,9,29,42,425.0,5,56
andersc01,3,1,2,18,7,0,0,0,164,58,33,4,21,28,239.0,3,33
andersh01,8,3,5,62,16,0,0,2,404,157,86,20,62,107,618.0,14,97
anderta01,3,1,3,12,5,0,0,0,116,50,25,5,15,25,180.0,1,28
anderty01,8,29,38,117,113,1,0,0,1871,633,320,98,187,542,2646.0,1,338
anderva01,4,9,20,35,30,22,0,0,719,339,164,13,115,41,1162.0,4,237
anderwa01,2,1,0,17,2,0,0,0,158,45,19,0,29,20,253.0,12,26
anderwi01,1,0,0,7,2,0,0,0,52,16,9,0,17,11,80.0,5,15
andrast01,1,0,0,4,0,0,0,0,14,5,5,0,4,5,23.0,2,5
andrecl01,1,1,2,8,2,0,0,0,62,34,23,6,9,12,102.0,1,23
andreel01,1,0,0,6,0,0,0,0,24,12,9,0,11,0,44.0,2,12
andrehu01,2,0,0,8,0,0,0,0,35,17,6,1,4,2,53.0,4,8
andreiv01,12,50,59,249,108,43,2,8,3123,1151,479,59,342,257,4548.0,84,562
andrejo01,1,0,1,22,3,0,0,1,135,45,29,7,28,19,207.0,5,34
andrejo02,1,1,1,16,0,0,0,0,55,16,9,3,11,5,80.0,2,10
andrena01,10,41,54,127,97,50,5,2,2320,798,297,40,236,216,3307.0,13,350
andrima01,11,28,37,217,50,1,1,8,1527,532,262,76,147,474,2181.0,54,284
andrufr01,1,1,0,1,1,1,0,0,27,11,2,1,2,2,39.0,0,3
andujjo01,15,127,118,405,305,68,19,9,6459,2016,857,155,731,1032,9008.0,37,955
andujlu01,6,3,10,35,20,0,0,0,370,160,82,21,53,49,572.0,8,93
angelno01,2,2,1,28,0,0,0,3,59,15,6,1,19,19,89.0,8,6
ankieri01,4,13,10,51,41,0,0,1,726,198,105,32,130,269,1039.0,1,119
annade01,1,0,0,1,0,0,0,0,3,3,2,0,0,0,6.0,1,2
ansonca01,2,0,1,3,0,0,0,1,12,4,2,2,2,1,21.0,3,5
antoldu01,1,0,0,1,0,0,0,0,6,4,3,1,1,1,11.0,0,3
antonjo02,14,126,110,377,268,102,25,21,5977,1870,739,185,687,1162,8424.0,61,860
antonte01,2,2,3,36,4,0,0,3,207,37,19,7,29,87,269.0,5,19
aokino01,1,0,0,1,0,0,0,0,3,1,3,0,2,0,6.0,1,3
apodabo01,5,16,25,184,11,1,0,26,1084,312,115,22,131,197,1505.0,108,138
apontlu01,5,9,6,110,0,0,0,7,660,222,80,17,68,113,928.0,66,86
appieke01,20,169,137,414,402,34,12,0,7786,2425,1078,232,933,1994,10958.0,2,1168
appleed01,2,5,12,48,13,6,0,1,556,182,67,4,84,64,811.0,15,96
applefr01,1,1,2,3,3,3,0,0,63,29,15,0,8,12,97.0,0,18
applepe01,20,57,66,341,71,34,6,26,3423,1187,545,76,486,420,5044.0,186,667
aquingr01,6,3,6,145,0,0,0,17,463,163,91,23,87,143,709.0,65,101
aquinja01,2,1,2,7,2,0,0,0,47,16,11,4,6,16,70.0,3,12
aquinlu01,11,31,32,222,69,5,3,5,2035,698,277,45,224,318,2902.0,40,311
aranovi01,3,3,2,73,0,0,0,3,224,62,22,7,23,80,304.0,17,23
araujel01,2,4,2,72,0,0,0,0,186,64,30,5,36,63,285.0,14,39
araujpe01,2,1,3,21,0,0,0,0,86,31,26,10,19,29,134.0,8,26
arauzjo01,1,0,0,1,0,0,0,0,3,2,1,0,0,0,5.0,1,1
archech01,11,61,81,218,215,3,3,0,3763,1145,540,153,428,1370,5286.0,1,598
archefr01,2,2,3,7,5,2,0,0,119,45,28,3,15,11,177.0,1,30
archeji02,2,9,16,57,28,9,2,5,699,244,102,19,70,122,1008.0,14,129
arciafr01,1,0,0,2,0,0,0,0,9,5,3,2,0,0,13.0,2,3
arciaor01,1,0,0,2,0,0,0,0,6,4,4,1,1,0,11.0,2,4
ardizru01,1,0,0,1,0,0,0,0,6,4,2,1,1,0,10.0,1,2
arellfr01,3,24,22,74,49,25,2,8,1229,358,104,5,85,148,1602.0,23,147
arencjp01,1,0,0,1,0,0,0,0,3,1,0,0,0,0,4.0,1,0
ariasal02,5,4,2,63,2,0,0,0,224,80,31,3,34,55,336.0,16,35
ariasru01,1,2,0,34,0,0,0,2,132,49,20,7,20,28,200.0,13,23
arihako01,1,2,4,10,10,0,0,0,122,45,30,11,13,24,178.0,0,31
arlicdo01,2,0,1,8,1,0,0,0,30,16,9,0,5,1,51.0,1,11
arlinst01,8,34,67,141,123,32,11,1,2366,792,379,61,373,463,3474.0,7,431
armasto02,10,53,65,185,167,0,0,0,2777,891,478,122,431,680,4055.0,7,519
armbror01,1,1,0,3,2,0,0,0,38,10,3,1,3,3,51.0,1,3
armenro01,1,1,1,5,2,0,0,1,54,17,8,1,5,18,75.0,2,9
armstho01,1,0,1,1,0,0,0,0,9,3,0,0,1,0,12.0,1,2
armstja01,7,40,65,152,130,4,1,0,2360,807,400,102,319,510,3450.0,10,439
armstmi01,8,19,17,197,1,0,0,11,1014,300,154,42,155,221,1439.0,94,170
armstsh01,11,5,2,153,0,0,0,5,501,160,86,27,67,174,732.0,47,91
arnolja01,4,2,7,50,7,0,0,2,325,119,69,7,58,42,494.0,23,81
arnolsc01,1,0,0,6,0,0,0,0,20,9,4,0,4,8,32.0,2,4
arnolto01,2,0,2,38,0,0,0,0,235,96,44,8,28,25,343.0,13,50
arnsbbr01,6,9,6,94,4,0,0,6,475,159,75,27,85,100,714.0,29,85
arntzor01,1,4,13,32,20,9,0,0,493,172,77,5,69,66,708.0,7,85
arochre01,4,18,17,124,36,2,1,11,993,363,151,37,75,190,1404.0,40,169
arojo01,2,0,1,7,0,0,0,0,33,16,8,2,5,8,53.0,2,8
arredjo01,4,22,11,214,0,0,0,1,660,182,80,21,110,212,935.0,52,92
arrieja01,16,115,93,285,279,6,5,0,4837,1450,713,181,571,1433,6755.0,1,787
arrigge01,12,35,40,194,80,9,3,4,1860,605,285,56,291,433,2718.0,45,315
arrojro01,7,40,42,158,105,4,2,6,2100,715,354,83,255,512,3040.0,15,377
arroybr01,16,148,137,419,383,16,6,1,7307,2507,1158,347,661,1571,10338.0,6,1260
arroych01,1,0,0,1,0,0,0,0,3,1,0,1,1,0,5.0,1,2
arroyfe01,10,24,37,121,60,12,2,0,1607,589,264,56,160,172,2289.0,28,288
arroylu01,8,40,32,244,36,10,1,44,1594,524,232,58,208,336,2315.0,119,261
arroyru01,1,0,1,9,0,0,0,0,35,18,7,2,5,5,55.0,3,8
arteahu01,1,0,0,1,0,0,0,0,5,2,1,1,1,0,8.0,1,1
arundha01,3,5,11,16,16,14,0,0,390,171,65,3,28,52,601.0,0,119
ascanjo01,6,1,3,43,0,0,0,0,138,57,27,7,21,41,221.0,16,29
asencmi01,3,7,8,42,30,1,0,0,538,199,102,22,89,92,809.0,7,110
ashbyaa01,1,3,2,13,4,0,0,1,95,25,16,4,12,39,133.0,3,20
ashbyan01,18,98,110,309,285,21,7,1,5432,1857,829,205,540,1173,7692.0,10,922
asheral01,4,4,12,38,18,0,0,0,359,127,72,19,38,78,527.0,7,77
ashke01,4,6,8,55,13,5,0,2,484,178,89,6,59,47,689.0,33,109
assenpa01,18,61,44,884,1,0,0,56,2567,817,336,73,315,807,3664.0,275,371
astacez01,2,5,6,28,14,0,0,0,260,107,58,25,31,72,396.0,7,63
astacpe01,21,129,124,392,343,31,12,0,6590,2292,1140,291,726,1664,9472.0,11,1213
astinba01,1,0,0,6,0,0,0,0,24,9,6,2,7,2,41.0,1,6
astudwi01,2,0,0,5,0,0,0,0,15,6,6,3,2,0,24.0,5,6
atchisc01,9,17,11,298,1,0,0,3,1040,327,140,35,89,253,1427.0,61,155
atchlju01,1,0,0,15,0,0,0,0,31,12,7,4,5,8,48.0,2,7
atherke01,9,33,41,342,0,0,0,26,1699,546,251,75,215,349,2431.0,158,268
atilalu01,1,6,7,16,16,0,0,0,257,96,49,11,32,40,385.0,0,56
atkinal01,8,51,51,106,106,99,3,0,2745,943,403,21,209,435,4001.0,2,656
atkinbi01,4,11,4,98,0,0,0,11,442,129,56,17,62,99,625.0,49,60
atkinja01,2,0,1,4,1,0,0,0,45,15,6,1,11,2,70.0,2,8
atkinmi01,3,0,0,10,3,0,0,0,68,34,17,7,9,17,112.0,3,18
atkinto01,2,3,2,16,4,2,0,2,189,59,20,0,28,33,261.0,9,37
aucoide01,1,0,1,2,0,0,0,0,8,3,1,0,1,1,12.0,0,1
augenbr01,2,0,2,12,2,0,0,0,68,34,21,3,9,12,112.0,3,23
augusdo01,4,34,30,88,70,9,3,0,1320,491,227,47,158,181,1926.0,6,245
augusje01,10,55,59,279,104,27,6,11,2832,1028,444,87,340,348,4101.0,75,491
aukerel01,10,130,101,333,261,126,14,2,5890,2230,964,129,706,594,8688.0,40,1106
aumonph01,4,1,6,46,1,0,0,2,131,53,33,5,34,42,218.0,15,35
ausanjo01,2,4,1,41,0,0,0,1,160,58,33,12,29,51,242.0,15,33
austde01,2,0,1,15,0,0,0,2,51,18,11,1,8,14,77.0,8,11
austije01,3,2,3,38,7,0,0,0,196,69,49,13,41,55,301.0,15,50
austiji02,3,6,4,83,0,0,0,0,300,74,34,6,56,48,418.0,21,36
austiri01,4,4,8,89,8,1,1,6,408,141,70,17,78,106,618.0,36,73
autryal01,1,1,0,1,1,0,0,0,15,4,3,2,3,3,21.0,0,3
averyst01,11,96,83,297,261,14,6,0,4664,1529,723,148,569,980,6609.0,11,800
avilaal01,2,0,0,3,0,0,0,0,12,3,1,0,1,1,15.0,3,1
avilalu01,14,23,11,458,0,0,0,2,1062,309,135,23,140,319,1491.0,57,142
avilape01,2,0,1,2,2,0,0,0,28,8,2,1,5,10,43.0,0,3
avreaja01,1,0,0,2,0,0,0,0,16,6,2,0,3,2,25.0,0,2
axelrdy01,5,9,15,59,34,0,0,0,686,269,134,43,85,164,1030.0,17,146
axforjo01,17,38,34,544,1,0,0,144,1577,485,228,50,261,589,2305.0,286,249
ayalabo01,10,37,44,406,14,0,0,59,1728,581,306,71,245,541,2537.0,214,353
ayalalu01,15,38,47,534,0,0,0,19,1663,581,206,54,139,367,2340.0,161,233
aybarer01,1,0,0,2,0,0,0,0,4,0,0,0,1,0,4.0,2,0
aybarma01,13,17,18,208,28,0,0,3,1173,413,222,49,172,273,1749.0,53,244
aydelja01,2,5,9,14,14,13,0,0,372,150,66,0,41,35,568.0,0,111
ayersbi01,1,0,3,13,4,0,0,1,106,46,32,7,14,22,161.0,2,35
ayersdo01,11,65,79,299,140,58,17,15,4286,1357,451,23,382,622,5702.0,109,612
ayraubo01,4,5,3,54,0,0,0,0,220,68,33,2,33,42,317.0,16,35
babcobo01,3,2,3,39,0,0,0,0,172,48,25,6,31,39,246.0,16,27
babicjo01,5,30,45,112,87,34,3,1,1776,657,324,38,220,231,2622.0,17,376
backebr01,8,31,29,145,79,1,1,0,1576,574,305,87,238,360,2332.0,23,313
backmle01,2,9,18,47,26,13,0,2,733,263,98,5,92,76,1023.0,17,124
baconed01,1,0,0,1,0,0,0,0,18,5,4,0,7,0,28.0,1,7
bacsimi01,5,8,6,73,3,0,0,0,518,190,85,12,75,77,770.0,32,104
bacsimi02,5,10,13,51,35,1,0,0,648,261,131,41,60,97,960.0,2,141
bacusda01,1,0,0,11,0,0,0,0,34,14,10,1,9,7,57.0,3,10
baczefr01,5,17,10,63,40,14,2,1,838,306,138,38,111,104,1220.0,8,149
badenbu01,8,20,27,418,10,0,0,4,1537,519,213,35,153,350,2168.0,105,234
baderlo01,3,5,3,22,6,3,1,1,226,83,21,2,36,27,338.0,13,29
baeched01,6,5,6,64,9,3,0,0,481,200,99,9,78,61,755.0,27,116
