playerID,yearID,inducted,category
jackstr01,1948,N,Player
mcinnst01,1948,N,Player
rixeyep01,1948,N,Player
woodjo02,1948,N,Player
adamsba01,1948,N,Player
bakerfr01,1948,N,Player
bancrda01,1948,N,Player
bottoji01,1948,N,Player
odoulle01,1948,N,Player
ruffire01,1948,N,Player
cuyleki01,1948,N,Player
duganjo01,1948,N,Player
earnsge01,1948,N,Player
faberre01,1948,N,Player
fletcar01,1948,N,Player
gowdyha01,1948,N,Player
kleinch01,1948,N,Player
rommeed01,1948,N,Player
rootch01,1948,N,Player
scottev01,1948,N,Player
bluegos01,1948,N,Player
coombja01,1948,N,Player
coopewi01,1948,N,Player
covelst01,1948,N,Player
fitzsfr01,1948,N,Player
hackst01,1948,N,Player
haineje01,1948,N,Player
hermaba01,1948,N,Player
hoopeha01,1948,N,Player
kellyge01,1948,N,Player
klingjo01,1948,N,Player
oneilst01,1948,N,Player
quinnja01,1948,N,Player
schacal01,1948,N,Player
wilsoha01,1948,N,Player
wrighgl01,1948,N,Player
bartedi01,1948,N,Player
bigbeca01,1948,N,Player
cadorle01,1948,N,Player
camildo01,1948,N,Player
davissp01,1948,N,Player
derripa01,1948,N,Player
ferrewe01,1948,N,Player
fonsele01,1948,N,Player
gosligo01,1948,N,Player
grohhe01,1948,N,Player
hafeych01,1948,N,Player
hallabi01,1948,N,Player
hermabi01,1948,N,Player
johnsbo01,1948,N,Player
kremera01,1948,N,Player
manushe01,1948,N,Player
medwijo01,1948,N,Player
milledo02,1948,N,Player
mulcahu01,1948,N,Player
mungova01,1948,N,Player
oeschjo01,1948,N,Player
ricesa01,1948,N,Player
schanwa01,1948,N,Player
schumha02,1948,N,Player
selkige01,1948,N,Player
severha01,1948,N,Player
seweljo01,1948,N,Player
sewellu01,1948,N,Player
sherdbi01,1948,N,Player
shockur01,1948,N,Player
smithea02,1948,N,Player
smithsh01,1948,N,Player
westsa01,1948,N,Player
willicy01,1948,N,Player
gehrich01,1949,Y,Player
ottme01,1949,N,Player
gehrich01,1949,N,Player
ottme01,1949,N,Player
simmoal01,1949,N,Player
foxxji01,1949,N,Player
deandi01,1949,N,Player
foxxji01,1949,N,Player
terrybi01,1949,N,Player
deandi01,1949,N,Player
simmoal01,1949,N,Player
wanerpa01,1949,N,Player
greenha01,1949,N,Player
dickebi01,1949,N,Player
wanerpa01,1949,N,Player
heilmha01,1949,N,Player
maranra01,1949,N,Player
heilmha01,1949,N,Player
terrybi01,1949,N,Player
greenha01,1949,N,Player
dickebi01,1949,N,Player
maranra01,1949,N,Player
hartnga01,1949,N,Player
cronijo01,1949,N,Player
vanceda01,1949,N,Player
lyonste01,1949,N,Player
schalra01,1949,N,Player
wilsoha01,1949,N,Player
ruffire01,1949,N,Player
lazzeto01,1949,N,Player
youngro01,1949,N,Player
gomezle01,1949,N,Player
schalra01,1949,N,Player
martipe01,1949,N,Player
cronijo01,1949,N,Player
wheatza01,1949,N,Player
vanceda01,1949,N,Player
roushed01,1949,N,Player
lyonste01,1949,N,Player
careyma01,1949,N,Player
wilsoha01,1949,N,Player
harribu01,1949,N,Player
youngro01,1949,N,Player
gowdyha01,1949,N,Player
grimmch01,1949,N,Player
kleinch01,1949,N,Player
bottoji01,1949,N,Player
grimebu01,1949,N,Player
mcinnst01,1949,N,Player
dykesji01,1949,N,Player
hoytwa01,1949,N,Player
southbi01,1949,N,Player
hartnga01,1949,N,Player
combsea01,1949,N,Player
faberre01,1949,N,Player
jackstr01,1949,N,Player
oneilst01,1949,N,Player
wilsoji01,1949,N,Player
lazzeto01,1949,N,Player
adamsba01,1949,N,Player
bancrda01,1949,N,Player
hermaba01,1949,N,Player
coopewi01,1949,N,Player
cuyleki01,1949,N,Player
gosligo01,1949,N,Player
hackst01,1949,N,Player
hardeme01,1949,N,Player
marquru01,1949,N,Player
odoulle01,1949,N,Player
rixeyep01,1949,N,Player
ruffire01,1949,N,Player
covelst01,1949,N,Player
meusebo01,1949,N,Player
ricesa01,1949,N,Player
scottev01,1949,N,Player
stengca01,1949,N,Player
wanerll01,1949,N,Player
bendech01,1949,N,Player
duganjo01,1949,N,Player
earnsge01,1949,N,Player
fitzsfr01,1949,N,Player
gelbech01,1949,N,Player
hafeych01,1949,N,Player
haineje01,1949,N,Player
jurgebi01,1949,N,Player
lucasre01,1949,N,Player
rommeed01,1949,N,Player
shockur01,1949,N,Player
warnelo01,1949,N,Player
willicy01,1949,N,Player
averiea01,1949,N,Player
bluegos01,1949,N,Player
bodiepi01,1949,N,Player
burnsge01,1949,N,Player
chapmbe01,1949,N,Player
davissp01,1949,N,Player
durocle01,1949,N,Player
ehmkeho01,1949,N,Player
ferrewe01,1949,N,Player
fletcar01,1949,N,Player
judgejo01,1949,N,Player
kellyge01,1949,N,Player
kerrdi01,1949,N,Player
lindsfr01,1949,N,Player
lopezal01,1949,N,Player
manushe01,1949,N,Player
myerbu01,1949,N,Player
nehfar01,1949,N,Player
peckiro01,1949,N,Player
pruethu01,1949,N,Player
ringji01,1949,N,Player
rootch01,1949,N,Player
selkige01,1949,N,Player
sherdbi01,1949,N,Player
toneyfr01,1949,N,Player
werbebi01,1949,N,Player
wittwh01,1949,N,Player
wrighgl01,1949,N,Player
brownmo01,1949,Y,Player
nichoki01,1949,Y,Player
ottme01,1950,N,Player
terrybi01,1950,N,Player
foxxji01,1950,N,Player
wanerpa01,1950,N,Player
simmoal01,1950,N,Player
heilmha01,1950,N,Player
deandi01,1950,N,Player
dickebi01,1950,N,Player
maranra01,1950,N,Player
greenha01,1950,N,Player
hartnga01,1950,N,Player
vanceda01,1950,N,Player
lyonste01,1950,N,Player
cronijo01,1950,N,Player
lazzeto01,1950,N,Player
gomezle01,1950,N,Player
wheatza01,1950,N,Player
youngro01,1950,N,Player
roushed01,1950,N,Player
schalra01,1950,N,Player
wilsoha01,1950,N,Player
careyma01,1950,N,Player
kleinch01,1950,N,Player
grimmch01,1950,N,Player
ruffire01,1950,N,Player
cuyleki01,1950,N,Player
haineje01,1950,N,Player
