playerID,nameFirst,nameLast,weight,height,bats_L,bats_R,throws_L,throws_R,Seasons,Wins,Losses,Games,Pitch_Starts,Complete_Games,Shutouts,Saves,Outs_Pitched,Hits,Earned_Runs,Home_Runs,Walks,Strikeouts,Batters_Faced,Games_Finished,Runs_Allowed,finalGame,Retired_Years,inducted,yearID,Total_Games,Games_Started,Primary_Position,Hall_Eligible
aardsda01,David,Aardsma,215.0,75.0,0,1,0,1,9,16,18,331,0,0,0,69,1011,296,160,41,183,340,1475.0,141,169,2015-08-23,6.720547945205479,N,0.0,331,0.0,Pitcher,not_eligible
aasedo01,Don,Aase,190.0,75.0,0,1,0,1,13,66,60,448,91,22,5,82,3328,1085,468,89,457,641,4730.0,235,503,1990-10-03,31.624657534246577,N,0.0,448,91.0,Pitcher,eligible
abadfe01,Fernando,Abad,235.0,74.0,1,0,1,0,12,8,29,400,6,0,0,2,1045,332,146,43,123,290,1481.0,101,155,2021-10-01,0.6082191780821918,N,0.0,400,6.0,Pitcher,not_eligible
abbeybe01,Bert,Abbey,175.0,71.0,0,1,0,1,7,22,40,79,65,52,0,1,1704,686,285,18,192,161,2568.0,14,442,1896-09-23,125.71232876712328,N,0.0,79,0.0,Pitcher,not_eligible
abbotco01,Cory,Abbott,210.0,73.0,0,1,0,1,1,0,0,7,1,0,0,0,52,20,13,7,11,12,82.0,2,15,2021-10-02,0.6054794520547945,N,0.0,8,1.0,Pitcher,not_eligible
abbotda01,Dan,Abbott,190.0,71.0,0,1,0,1,1,0,2,3,1,1,0,1,39,19,9,0,8,1,67.0,2,14,1890-05-23,132.05479452054794,N,0.0,3,0.0,Pitcher,not_eligible
abbotgl01,Glenn,Abbott,200.0,78.0,0,1,0,1,13,62,83,248,206,37,5,0,3858,1405,627,162,352,484,5508.0,13,707,1984-08-08,37.78082191780822,N,0.0,248,204.0,Pitcher,eligible
abbotji01,Jim,Abbott,200.0,75.0,1,0,1,0,12,87,108,263,254,31,6,0,5022,1779,791,154,620,888,7211.0,5,880,1999-07-21,22.82191780821918,N,2005.0,263,254.0,Pitcher,eligible
abbotky01,Kyle,Abbott,200.0,76.0,1,0,1,0,4,4,17,57,22,0,0,0,556,207,107,26,79,124,815.0,4,112,1996-08-24,25.72876712328767,N,0.0,57,22.0,Pitcher,not_eligible
abbotpa01,Paul,Abbott,185.0,75.0,0,1,0,1,13,43,37,162,112,1,0,0,2162,682,394,101,393,496,3187.0,17,421,2004-08-07,17.76986301369863,N,0.0,162,112.0,Pitcher,eligible
aberal01,Al,Aber,195.0,74.0,1,0,1,0,10,24,25,168,30,7,0,14,1168,398,181,29,160,169,1698.0,76,205,1957-09-11,64.7068493150685,N,0.0,168,30.0,Pitcher,eligible
abernbi01,Bill,Abernathie,190.0,70.0,0,1,0,1,1,0,0,1,0,0,0,1,6,4,3,1,1,0,10.0,1,3,1952-09-27,69.66575342465754,N,0.0,1,0.0,Pitcher,not_eligible
abernte01,Ted,Abernathy,210.0,74.0,0,1,1,0,3,0,3,7,2,1,0,0,61,31,25,0,17,13,107.0,3,26,1944-04-29,78.08493150684932,N,0.0,7,2.0,Pitcher,not_eligible
abernte02,Ted,Abernathy,215.0,76.0,0,1,0,1,21,63,69,681,34,7,2,148,3443,1010,441,70,592,765,4963.0,416,513,1972-09-30,49.64383561643836,N,0.0,681,34.0,Pitcher,eligible
abernwo01,Woody,Abernathy,170.0,72.0,1,0,1,0,2,1,1,16,1,0,0,1,126,36,17,5,11,6,164.0,6,19,1947-04-17,75.11780821917809,N,0.0,16,1.0,Pitcher,not_eligible
ablesha01,Harry,Ables,200.0,74.0,0,1,1,0,3,1,5,14,8,4,0,0,214,79,32,1,30,41,317.0,6,51,1911-05-05,111.0931506849315,N,0.0,14,8.0,Pitcher,not_eligible
abramge01,George,Abrams,170.0,69.0,0,1,0,1,1,0,0,3,0,0,0,0,14,10,5,0,3,1,24.0,1,5,1923-05-04,99.08767123287672,N,0.0,3,0.0,Pitcher,not_eligible
abregjo01,Johnny,Abrego,185.0,72.0,0,1,0,1,1,1,1,6,5,0,0,0,72,32,17,3,12,13,109.0,0,18,1985-10-03,36.62739726027397,N,0.0,6,5.0,Pitcher,not_eligible
abreual01,Albert,Abreu,190.0,74.0,0,1,0,1,2,2,1,30,0,0,0,1,114,31,24,9,21,37,167.0,15,25,2021-10-01,0.6082191780821918,N,0.0,30,0.0,Pitcher,not_eligible
abreubr01,Bryan,Abreu,225.0,73.0,0,1,0,1,3,3,3,42,0,0,0,1,144,40,25,4,28,52,213.0,6,29,2021-08-29,0.6986301369863014,N,0.0,42,0.0,Pitcher,not_eligible
abreuju01,Juan,Abreu,185.0,72.0,0,1,0,1,1,0,0,7,0,0,0,0,20,6,2,1,3,12,34.0,2,2,2011-09-27,10.627397260273971,N,0.0,7,0.0,Pitcher,not_eligible
abreuwi01,Winston,Abreu,170.0,74.0,0,1,0,1,5,0,1,38,0,0,0,0,133,57,36,10,19,38,207.0,6,39,2009-07-25,12.802739726027395,N,0.0,38,0.0,Pitcher,not_eligible
accarje01,Jeremy,Accardo,195.0,72.0,0,1,0,1,12,10,20,262,0,0,0,38,854,288,136,24,111,205,1222.0,115,143,2012-09-27,9.624657534246577,N,0.0,262,0.0,Pitcher,eligible
aceveal01,Alfredo,Aceves,205.0,74.0,0,1,0,1,7,31,16,204,15,0,0,29,1141,333,162,48,129,282,1599.0,91,172,2014-06-02,7.945205479452055,N,0.0,204,15.0,Pitcher,not_eligible
acevedo01,Domingo,Acevedo,240.0,79.0,0,1,0,1,1,0,0,10,0,0,0,0,33,9,4,3,4,9,44.0,7,4,2021-10-03,0.6027397260273972,N,0.0,10,0.0,Pitcher,not_eligible
acevejo01,Jose,Acevedo,185.0,72.0,0,1,0,1,5,18,25,104,59,1,0,1,1105,420,235,71,113,253,1628.0,11,246,2005-09-29,16.624657534246577,N,0.0,104,59.0,Pitcher,not_eligible
aceveju01,Juan,Acevedo,245.0,74.0,0,1,0,1,12,28,40,367,34,0,0,53,1710,597,274,72,226,350,2488.0,165,316,2003-08-05,18.778082191780825,N,0.0,367,34.0,Pitcher,eligible
achteaj01,A. J.,Achter,215.0,77.0,0,1,0,1,3,2,1,45,0,0,0,0,186,69,27,13,21,33,267.0,22,30,2016-10-01,5.610958904109589,N,0.0,45,0.0,Pitcher,not_eligible
ackerji01,Jim,Acker,210.0,74.0,0,1,0,1,14,33,49,467,32,0,0,30,2713,918,399,82,329,482,3868.0,159,447,1992-06-14,29.926027397260277,N,0.0,467,32.0,Pitcher,eligible
ackerto01,Tom,Acker,215.0,76.0,0,1,0,1,4,19,13,153,23,5,1,8,1141,365,174,43,150,256,1629.0,35,181,1959-09-20,62.68219178082192,N,0.0,153,23.0,Pitcher,not_eligible
acklefr01,Fritz,Ackley,202.0,73.0,1,0,0,1,2,1,0,5,4,0,0,0,58,17,9,4,11,17,84.0,1,10,1964-05-09,58.04383561643836,N,0.0,5,4.0,Pitcher,not_eligible
acostcy01,Cy,Acosta,165.0,70.0,0,1,0,1,4,13,9,107,0,0,0,27,558,143,55,15,77,109,768.0,74,65,1975-05-05,47.04931506849315,N,0.0,107,0.0,Pitcher,not_eligible
acosted01,Ed,Acosta,215.0,77.0,0,0,0,1,3,6,9,57,8,3,1,1,413,153,62,12,39,70,594.0,22,71,1972-10-04,49.632876712328766,N,0.0,57,8.0,Pitcher,not_eligible
acostjo01,Jose,Acosta,134.0,66.0,0,1,0,1,3,10,10,55,13,6,1,4,640,265,107,9,68,45,939.0,28,119,1922-05-12,100.06575342465752,N,0.0,55,13.0,Pitcher,not_eligible
acostma01,Manny,Acosta,215.0,76.0,0,1,0,1,6,13,13,233,0,0,0,9,744,234,110,30,117,219,1070.0,78,122,2012-10-03,9.608219178082193,N,0.0,233,0.0,Pitcher,not_eligible
acrema01,Mark,Acre,235.0,80.0,0,1,0,1,4,9,6,114,0,0,0,2,381,135,73,16,68,98,582.0,32,75,1997-05-10,25.019178082191782,N,0.0,114,0.0,Pitcher,not_eligible
adamja01,Jason,Adam,229.0,75.0,0,1,0,1,4,6,4,79,0,0,0,0,235,64,41,13,39,95,341.0,25,44,2021-10-02,0.6054794520547945,N,0.0,79,0.0,Pitcher,not_eligible
adamsac01,Ace,Adams,182.0,70.0,0,1,0,1,6,41,33,302,7,2,0,49,1658,541,213,26,224,171,2379.0,218,247,1946-04-24,76.0986301369863,N,0.0,302,7.0,Pitcher,not_eligible
adamsau01,Austin,Adams,205.0,71.0,0,1,0,1,6,2,0,68,0,0,0,1,226,91,54,12,34,58,347.0,30,57,2019-07-06,2.8493150684931505,N,0.0,68,0.0,Pitcher,not_eligible
adamsau02,Austin,Adams,220.0,75.0,0,1,0,1,7,5,4,106,2,0,0,0,284,56,42,6,64,146,424.0,25,48,2021-09-30,0.6109589041095891,N,0.0,106,2.0,Pitcher,not_eligible
adamsba01,Babe,Adams,185.0,71.0,1,0,0,1,19,194,140,482,355,206,44,15,8986,2841,917,68,430,1036,11947.0,89,1129,1926-08-11,95.81369863013698,N,1937.0,482,355.0,Pitcher,eligible
adamsbo01,Bob,Adams,168.0,71.0,0,1,0,1,1,0,0,2,0,0,0,0,17,10,5,1,3,1,28.0,2,5,1925-09-23,96.69589041095892,N,0.0,2,0.0,Pitcher,not_eligible
adamsbo02,Bob,Adams,165.0,72.0,0,1,0,1,2,0,1,5,1,0,0,0,36,21,7,0,3,5,60.0,3,11,1932-09-17,89.7068493150685,N,0.0,5,1.0,Pitcher,not_eligible
adamsch01,Chance,Adams,215.0,73.0,0,1,0,1,3,1,2,22,1,0,0,1,125,62,39,11,15,33,198.0,7,41,2020-09-22,1.632876712328767,N,0.0,22,1.0,Pitcher,not_eligible
adamsda01,Dan,Adams,165.0,71.0,0,1,0,1,2,4,11,47,16,6,0,3,513,182,71,5,65,54,576.0,24,87,1915-09-26,106.69589041095892,N,0.0,47,16.0,Pitcher,not_eligible
adamsjo01,Joe,Adams,190.0,72.0,0,1,1,0,1,0,0,1,0,0,0,0,12,9,4,0,2,0,23.0,1,6,1902-04-26,120.12328767123287,N,0.0,1,0.0,Pitcher,not_eligible
adamsjo02,Joel,Adamson,185.0,76.0,1,0,1,0,3,5,6,44,11,0,0,0,331,121,60,19,37,77,484.0,4,66,1998-04-26,24.057534246575344,N,0.0,44,11.0,Pitcher,not_eligible
adamska01,Karl,Adams,170.0,74.0,0,1,0,1,2,1,9,30,12,3,0,0,345,119,64,5,48,62,503.0,14,72,1915-09-23,106.7041095890411,N,0.0,30,12.0,Pitcher,not_eligible
adamsmi01,Mike,Adamson,185.0,74.0,0,1,0,1,3,0,4,11,4,0,0,0,76,28,21,3,22,14,122.0,2,22,1969-05-07,53.04657534246575,N,0.0,11,4.0,Pitcher,not_eligible
adamsmi03,Mike,Adams,210.0,77.0,0,1,0,1,12,21,20,408,0,0,0,4,1222,316,109,33,126,409,1653.0,60,122,2014-09-18,7.64931506849315,N,0.0,409,0.0,Pitcher,eligible
adamsre01,Red,Adams,185.0,72.0,0,1,0,1,1,0,1,8,0,0,0,0,36,18,11,1,7,8,59.0,4,12,1946-07-02,75.90958904109588,N,0.0,8,0.0,Pitcher,not_eligible
adamsri01,Rick,Adams,165.0,72.0,1,0,1,0,1,2,5,11,6,3,1,0,188,63,25,1,24,25,271.0,5,30,1905-09-29,116.69315068493152,N,0.0,12,6.0,Pitcher,not_eligible
adamste01,Terry,Adams,180.0,75.0,0,1,0,1,13,51,62,574,41,0,0,42,2608,890,403,63,380,691,3801.0,201,448,2005-05-23,16.97808219178082,N,0.0,574,41.0,Pitcher,eligible
adamswi01,Willie,Adams,180.0,76.0,0,1,0,1,5,8,16,65,21,8,0,2,853,303,138,8,144,74,1238.0,30,172,1919-09-06,102.74794520547944,N,0.0,65,21.0,Pitcher,not_eligible
adamswi02,Willie,Adams,215.0,79.0,0,1,0,1,2,6,9,25,24,1,1,0,404,149,87,20,55,105,611.0,0,92,1997-08-14,24.756164383561643,N,0.0,25,24.0,Pitcher,not_eligible
adcocna01,Nathan,Adcock,235.0,76.0,0,1,0,1,4,2,6,56,5,0,0,1,369,126,57,14,56,80,541.0,14,64,2015-07-26,6.7972602739726025,N,0.0,56,5.0,Pitcher,not_eligible
adenhni01,Nick,Adenhart,185.0,75.0,0,1,0,1,2,1,0,4,4,0,0,0,54,25,12,0,16,9,90.0,0,12,2009-04-08,13.0986301369863,N,0.0,4,4.0,Pitcher,not_eligible
adkinde01,Dewey,Adkins,195.0,74.0,0,1,0,1,3,2,4,38,6,1,0,0,297,114,62,10,50,47,451.0,19,69,1949-10-02,72.65479452054795,N,0.0,38,6.0,Pitcher,not_eligible
adkindo01,Doc,Adkins,220.0,70.0,0,1,0,1,2,1,1,6,3,1,0,1,81,40,15,2,12,3,130.0,3,28,1903-09-29,118.69589041095892,N,0.0,6,0.0,Pitcher,not_eligible
adkingr01,Grady,Adkins,175.0,71.0,0,1,0,1,2,12,27,67,42,19,0,1,1089,403,175,24,156,78,1626.0,18,211,1929-10-05,92.66027397260274,N,0.0,76,42.0,Pitcher,not_eligible
adkinjo01,Jon,Adkins,200.0,72.0,1,0,0,1,6,5,5,119,0,0,0,0,416,155,70,18,54,81,605.0,40,75,2008-09-27,13.627397260273971,N,0.0,119,0.0,Pitcher,not_eligible
adkinst01,Steve,Adkins,210.0,78.0,0,1,1,0,1,1,2,5,5,0,0,0,72,19,17,4,29,14,115.0,0,18,1990-10-03,31.624657534246577,N,0.0,5,5.0,Pitcher,not_eligible
adlemti01,Tim,Adleman,225.0,77.0,0,1,0,1,2,9,15,43,33,0,0,0,576,188,106,42,71,155,818.0,4,111,2017-09-19,4.6438356164383565,N,0.0,43,33.0,Pitcher,not_eligible
adonjo01,Joan,Adon,242.0,74.0,0,1,0,1,1,0,0,1,1,0,0,0,16,6,2,1,3,9,24.0,0,2,2021-10-03,0.6027397260273972,N,0.0,1,1.0,Pitcher,not_eligible
affelje01,Jeremy,Affeldt,225.0,76.0,1,0,1,0,16,43,46,774,42,0,0,28,2778,904,408,76,396,720,4034.0,162,455,2015-10-04,6.605479452054794,N,0.0,774,42.0,Pitcher,eligible
agostju01,Juan,Agosto,190.0,74.0,1,0,1,0,17,40,33,543,2,0,0,29,1879,639,279,30,248,307,2713.0,198,313,1993-06-19,28.912328767123288,N,0.0,543,2.0,Pitcher,eligible
agrazda01,Dario,Agrazal,225.0,74.0,0,1,0,1,1,4,5,15,14,0,0,0,220,82,40,15,18,41,321.0,0,43,2019-09-25,2.627397260273973,N,0.0,15,14.0,Pitcher,not_eligible
aguilmi01,Miguel,Aguilar,194.0,68.0,1,0,1,0,1,1,1,9,0,0,0,0,21,6,5,0,4,3,29.0,2,6,2021-09-12,0.6602739726027397,N,0.0,9,0.0,Pitcher,not_eligible
aguilri01,Rick,Aguilera,195.0,76.0,0,1,0,1,22,86,81,732,89,10,0,318,3874,1233,512,138,351,1030,5391.0,557,568,2000-09-06,21.69041095890411,N,2006.0,737,89.0,Pitcher,eligible
aguirha01,Hank,Aguirre,205.0,76.0,0,1,1,0,16,75,72,447,149,44,9,33,4127,1216,496,123,479,856,5790.0,124,562,1970-06-24,51.915068493150685,N,0.0,447,149.0,Pitcher,eligible
ahearpa01,Pat,Ahearne,195.0,75.0,0,1,0,1,1,0,2,4,3,0,0,0,30,20,13,2,5,4,55.0,0,13,1995-06-30,26.88219178082192,N,0.0,4,3.0,Pitcher,not_eligible
ainswku01,Kurt,Ainsworth,192.0,75.0,0,1,0,1,6,6,8,29,22,0,0,0,380,136,73,16,61,90,569.0,4,78,2004-05-14,18.002739726027396,N,0.0,30,22.0,Pitcher,not_eligible
aitchra01,Raleigh,Aitchison,175.0,71.0,0,1,1,0,3,12,12,34,22,10,3,0,619,193,69,7,67,101,873.0,8,98,1915-06-20,106.96438356164384,N,0.0,34,22.0,Pitcher,not_eligible
akerfda01,Darrel,Akerfelds,210.0,74.0,0,1,0,1,5,9,10,125,13,1,0,3,701,216,132,36,127,129,1047.0,33,146,1991-07-02,30.87945205479452,N,0.0,125,13.0,Pitcher,not_eligible
akerja01,Jack,Aker,190.0,74.0,0,1,0,1,17,47,45,495,0,0,0,123,2238,679,272,64,274,404,3144.0,321,312,1974-09-27,47.65205479452055,N,1980.0,496,0.0,Pitcher,eligible
akersje01,Jerry,Akers,175.0,71.0,0,1,0,1,1,1,1,5,1,0,0,0,61,24,11,1,15,11,97.0,3,17,1912-05-25,110.03561643835616,N,0.0,5,1.0,Pitcher,not_eligible
akinke01,Keegan,Akin,235.0,71.0,1,0,1,0,2,3,12,32,23,0,0,0,362,137,83,20,50,117,543.0,1,87,2021-09-22,0.6328767123287671,N,0.0,32,23.0,Pitcher,not_eligible
alanirj01,R. J.,Alaniz,220.0,76.0,0,1,0,1,4,1,0,15,0,0,0,0,55,20,17,4,10,16,84.0,4,18,2021-07-23,0.8,N,0.0,15,0.0,Pitcher,not_eligible
albagi01,Gibson,Alba,160.0,74.0,1,0,1,0,1,0,0,3,0,0,0,0,10,1,1,0,2,3,14.0,1,2,1988-05-08,34.03013698630137,N,0.0,3,0.0,Pitcher,not_eligible
albaljo01,Jonathan,Albaladejo,270.0,77.0,0,1,0,1,5,6,3,66,0,0,0,0,230,77,37,10,32,56,332.0,13,40,2012-07-20,9.813698630136988,N,0.0,66,0.0,Pitcher,not_eligible
albanjo01,Joe,Albanese,215.0,75.0,0,1,0,1,1,0,0,6,0,0,0,0,18,8,3,1,2,3,27.0,6,3,1958-09-09,63.71232876712329,N,0.0,6,0.0,Pitcher,not_eligible
alberan01,Andrew,Albers,200.0,73.0,0,1,1,0,5,8,8,31,21,1,1,1,419,159,71,27,34,91,612.0,7,89,2021-09-15,0.6520547945205479,N,0.0,31,21.0,Pitcher,not_eligible
albercy01,Cy,Alberts,230.0,72.0,0,1,0,1,1,1,2,4,3,2,0,0,83,35,19,1,20,10,126.0,1,22,1910-10-12,111.65479452054797,N,0.0,4,3.0,Pitcher,not_eligible
alberjo01,Jose,Alberro,190.0,74.0,0,1,0,1,3,0,4,27,5,0,0,0,175,77,48,7,36,23,290.0,10,57,1997-08-05,24.78082191780822,N,0.0,27,5.0,Pitcher,not_eligible
alberma01,Matt,Albers,225.0,73.0,1,0,0,1,16,47,48,616,24,0,0,7,2277,751,367,87,314,571,3288.0,145,399,2019-09-28,2.6191780821917807,N,0.0,616,24.0,Pitcher,not_eligible
albosed01,Ed,Albosta,175.0,73.0,0,1,0,1,2,0,8,19,8,0,0,0,158,52,36,4,43,24,250.0,3,43,1946-09-24,75.67945205479452,N,0.0,19,8.0,Pitcher,not_eligible
albreed01,Ed,Albrecht,165.0,70.0,0,1,0,1,2,1,1,3,2,1,0,0,35,7,7,0,11,2,52.0,1,10,1950-04-26,72.09041095890412,N,0.0,3,2.0,Pitcher,not_eligible
albural01,Al,Alburquerque,195.0,72.0,0,1,0,1,9,17,8,264,0,0,0,1,735,187,86,17,135,291,1045.0,58,88,2017-09-30,4.613698630136986,N,0.0,264,0.0,Pitcher,not_eligible
alburvi01,Vic,Albury,190.0,72.0,1,0,1,0,4,18,17,101,37,6,1,1,1118,338,170,36,220,193,1630.0,32,194,1976-09-26,45.65205479452055,N,0.0,102,37.0,Pitcher,not_eligible
alcaljo01,Jorge,Alcala,205.0,75.0,0,1,0,1,3,5,7,77,0,0,0,1,256,67,33,13,22,89,330.0,25,37,2021-10-03,0.6027397260273972,N,0.0,77,0.0,Pitcher,not_eligible
alcalsa01,Santo,Alcala,195.0,77.0,0,1,0,1,4,14,11,68,33,3,1,2,748,257,132,25,121,140,1103.0,11,138,1977-09-25,44.654794520547945,N,0.0,68,33.0,Pitcher,not_eligible
alcanra01,Raul,Alcantara,220.0,76.0,0,1,0,1,2,2,5,13,9,0,0,0,139,53,37,14,16,26,211.0,2,39,2017-09-29,4.616438356164384,N,0.0,13,9.0,Pitcher,not_eligible
alcansa01,Sandy,Alcantara,200.0,77.0,0,1,0,1,5,20,34,86,78,3,2,0,1462,419,189,53,175,431,2032.0,3,220,2021-10-01,0.6082191780821918,N,0.0,86,78.0,Pitcher,not_eligible
alcanvi01,Victor,Alcantara,190.0,74.0,0,1,0,1,3,4,3,79,0,0,0,0,240,82,38,14,25,50,340.0,19,40,2019-09-29,2.616438356164384,N,0.0,79,0.0,Pitcher,not_eligible
alderda01,Dale,Alderson,190.0,70.0,0,1,0,1,2,0,1,16,3,0,0,0,107,52,26,4,12,11,168.0,9,30,1944-07-05,77.9013698630137,N,0.0,16,3.0,Pitcher,not_eligible
aldresc01,Scott,Aldred,195.0,76.0,1,0,1,0,15,20,39,229,67,1,0,1,1499,581,334,78,230,312,2267.0,29,356,2000-05-29,21.964383561643835,N,0.0,229,67.0,Pitcher,eligible
aldrija01,Jay,Aldrich,210.0,75.0,0,1,0,1,5,6,5,62,0,0,0,2,326,119,57,12,39,46,474.0,21,62,1990-04-26,32.06301369863014,N,0.0,62,0.0,Pitcher,not_eligible
aldrivi01,Vic,Aldridge,175.0,69.0,0,1,0,1,9,97,80,248,205,102,8,6,4802,1671,668,87,512,526,6852.0,28,785,1928-08-29,93.76164383561644,N,0.0,248,205.0,Pitcher,not_eligible
alexabo01,Bob,Alexander,205.0,74.0,0,1,0,1,2,1,1,9,0,0,0,0,33,18,13,0,7,2,57.0,5,13,1957-09-22,64.67671232876712,N,0.0,9,0.0,Pitcher,not_eligible
alexado01,Doyle,Alexander,190.0,75.0,0,1,0,1,27,194,174,561,464,98,18,3,10103,3376,1406,324,978,1528,14162.0,56,1541,1989-09-27,32.64109589041096,N,1995.0,562,464.0,Pitcher,eligible
alexage01,Gerald,Alexander,190.0,71.0,0,1,0,1,3,6,3,36,11,0,0,0,294,112,63,12,54,59,453.0,6,67,1992-06-30,29.88219178082192,N,0.0,36,11.0,Pitcher,not_eligible
alexape01,Pete,Alexander,185.0,73.0,0,1,0,1,22,373,208,696,599,437,90,32,15570,4868,1476,164,951,2198,20928.0,80,1851,1930-05-28,92.0164383561644,N,1936.0,703,600.0,Pitcher,eligible
alexasc01,Scott,Alexander,195.0,74.0,1,0,1,0,7,12,9,211,1,0,0,7,615,189,72,14,85,160,855.0,35,80,2021-07-19,0.810958904109589,N,0.0,211,1.0,Pitcher,not_eligible
alexaty01,Tyler,Alexander,203.0,74.0,0,1,1,0,3,5,11,68,25,0,0,0,589,213,90,33,44,168,838.0,8,93,2021-10-03,0.6027397260273972,N,0.0,68,25.0,Pitcher,not_eligible
alexyaj01,A. J.,Alexy,195.0,76.0,0,1,0,1,1,3,1,5,4,0,0,0,69,13,12,4,17,17,97.0,0,12,2021-09-28,0.6164383561643836,N,0.0,5,4.0,Pitcher,not_eligible
alfonan01,Antonio,Alfonseca,250.0,77.0,0,1,0,1,11,35,37,592,0,0,0,129,1839,677,280,55,250,400,2710.0,301,296,2007-09-23,14.64109589041096,N,0.0,592,0.0,Pitcher,eligible
allarbr01,Brian,Allard,175.0,73.0,0,1,0,1,3,4,6,19,13,3,0,0,287,97,45,9,31,44,399.0,3,52,1981-06-10,40.945205479452056,N,0.0,19,13.0,Pitcher,not_eligible
allarko01,Kolby,Allard,195.0,73.0,1,0,1,0,4,8,21,55,35,0,0,0,635,230,140,39,74,172,941.0,5,147,2021-10-01,0.6082191780821918,N,0.0,55,35.0,Pitcher,not_eligible
allenbo03,Bob,Allen,165.0,73.0,0,1,0,1,1,0,1,3,1,0,0,0,36,18,9,2,8,8,64.0,1,12,1937-10-02,84.66301369863014,N,0.0,3,1.0,Pitcher,not_eligible
allenbo04,Bob,Allen,175.0,74.0,1,0,1,0,5,7,12,204,0,0,0,19,822,288,125,23,132,199,1232.0,84,152,1967-09-27,54.65753424657535,N,0.0,204,0.0,Pitcher,not_eligible
allenco01,Cody,Allen,210.0,73.0,0,1,0,1,8,24,31,481,0,0,0,153,1391,375,162,55,193,593,1943.0,291,179,2019-06-14,2.9095890410958902,N,0.0,481,0.0,Pitcher,not_eligible
allenfr01,Frank,Allen,175.0,69.0,0,1,1,0,8,50,67,180,127,60,10,3,2911,893,316,26,373,457,4014.0,31,411,1917-09-19,104.71232876712328,N,0.0,181,127.0,Pitcher,not_eligible
allenjo01,John,Allen,170.0,73.0,0,1,0,1,1,0,0,1,0,0,0,0,6,2,4,0,2,2,0.0,1,4,1914-06-02,108.013698630137,N,0.0,1,0.0,Pitcher,not_eligible
allenjo02,Johnny,Allen,180.0,72.0,0,1,0,1,17,142,75,352,241,109,17,18,5851,1849,813,104,738,1070,8292.0,68,924,1944-09-26,77.67397260273972,N,1955.0,365,241.0,Pitcher,eligible
allenll01,Lloyd,Allen,185.0,73.0,0,1,0,1,11,8,25,159,19,0,0,22,892,291,155,19,196,194,1366.0,75,183,1975-07-27,46.821917808219176,N,0.0,159,19.0,Pitcher,eligible
allenlo01,Logan,Allen,200.0,75.0,0,1,1,0,5,4,10,26,15,0,0,0,266,106,58,17,37,61,398.0,6,63,2021-09-30,0.6109589041095891,N,0.0,26,15.0,Pitcher,not_eligible
allenne01,Neil,Allen,185.0,75.0,0,1,0,1,17,58,70,434,59,7,6,75,2965,985,426,73,417,611,4248.0,222,464,1989-09-19,32.66301369863014,N,0.0,434,59.0,Pitcher,eligible
allgeni01,Nick,Allgeyer,210.0,75.0,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,3.0,1,0,2021-07-02,0.8575342465753425,N,0.0,1,0.0,Pitcher,not_eligible
allisda01,Dana,Allison,215.0,75.0,0,1,1,0,1,1,1,11,0,0,0,0,33,16,9,0,5,4,49.0,4,9,1991-05-23,30.98904109589041,N,0.0,11,0.0,Pitcher,not_eligible
allisma01,Mack,Allison,185.0,73.0,0,1,0,1,3,9,21,45,27,17,1,1,740,247,87,4,67,57,990.0,12,135,1913-08-20,108.7972602739726,N,0.0,45,27.0,Pitcher,not_eligible
almanar01,Armando,Almanza,205.0,75.0,1,0,1,0,7,14,13,254,0,0,0,2,644,189,115,34,136,232,951.0,49,123,2005-07-20,16.81917808219178,N,0.0,254,0.0,Pitcher,not_eligible
almanca01,Carlos,Almanzar,166.0,74.0,0,1,0,1,8,13,13,210,1,0,0,0,717,252,128,35,82,170,1044.0,63,134,2005-04-30,17.041095890410958,N,0.0,210,1.0,Pitcher,not_eligible
almoned01,Edwin,Almonte,200.0,75.0,0,1,0,1,1,0,0,12,0,0,0,0,34,21,14,3,5,7,57.0,3,15,2003-09-10,18.67945205479452,N,0.0,12,0.0,Pitcher,not_eligible
almonhe01,Hector,Almonte,190.0,74.0,0,1,0,1,4,1,4,50,0,0,0,0,155,63,36,6,30,40,243.0,15,36,2003-09-28,18.63013698630137,N,0.0,50,0.0,Pitcher,not_eligible
almonmi01,Miguel,Almonte,210.0,73.0,0,1,0,1,3,0,2,19,0,0,0,0,53,21,17,5,12,17,87.0,7,17,2018-09-29,3.616438356164384,N,0.0,19,0.0,Pitcher,not_eligible
almonye01,Yency,Almonte,223.0,77.0,0,0,0,1,4,4,4,114,0,0,0,1,372,126,73,19,53,113,547.0,28,82,2021-10-02,0.6054794520547945,N,0.0,114,0.0,Pitcher,not_eligible
alomalu01,Luis,Aloma,195.0,74.0,0,1,0,1,4,18,3,116,1,1,1,15,706,212,90,21,111,115,1001.0,55,98,1953-08-30,68.74246575342465,N,0.0,116,1.0,Pitcher,not_eligible
alstoga01,Garvin,Alston,185.0,74.0,0,1,0,1,1,1,0,6,0,0,0,0,18,9,6,1,3,5,30.0,4,6,1996-06-18,25.912328767123288,N,0.0,6,0.0,Pitcher,not_eligible
altampo01,Porfi,Altamirano,175.0,72.0,0,1,0,1,3,7,4,65,0,0,0,2,275,87,41,13,30,57,385.0,27,43,1984-06-08,37.94794520547945,N,0.0,65,0.0,Pitcher,not_eligible
